"original_id","content","year","region","word","word_id","meaning"
"1295","полушубочек с морхами носили, чтобы трубастый был.","","Пинеж.","морхи (морхи, мурхи)","482","Кисти у платка"
"1296","шились рубахи с морхами до локтя или сарафаны с морхами по подолу. боле морхов – шире сарафан.","","Устьян.","морхи (морхи, мурхи)","482","Кисти у платка"
"1297","морхи делали, звезду делали морхами.","","Холмог.","морхи (морхи, мурхи)","482","Кисти у платка"
"1298","а морхи-ти каки любы.","","Пинеж.","морхи (морхи, мурхи)","482","Кисти у платка"
"1299","морхотьё – ленты-то называли.","","Шенк.","морхотье","483","Ленты из старых рубах, которые использовались для тканья"
"1300","морхотья-то накопила, хошь нашей цё ле из лоскутов.","","Лешук.","морхотье","483","Ленты из старых рубах, которые использовались для тканья"
"1301","грязья да морхотья.","","Онеж.","морхотье","483","Ленты из старых рубах, которые использовались для тканья"
"1302","голенища таких сапог собраны в мелкие складки для того, чтобы плотнее прилегали к ногам. взели с татей моршни и пошли за болото сено ставить.","","Верхнетоем.","моршни","484","Будничная мужская кожаная обувь с высокими остро загнутыми носками и верёвочками, завязывающимися спереди"
"1303","моршни из кожи. моршни – подошва была настоящая, не резиновая.","","Красноб.","моршни","484","Будничная мужская кожаная обувь с высокими остро загнутыми носками и верёвочками, завязывающимися спереди"
"1304","моршоты нарядны нашивали.","","Плесец.","моршот","485","Манжет"
"1305","поди, наложь платьё с моршчочками. нарукавники эти, всё моршоцьки.","","Устьян.","моршочки","486","Сборки, складки на ткани"
"1306","сарафан-то у тебя надет, дак морщик.","","Плесец.","морщик","487","Пышный сарафан или платье со складками"
"1307","морщина тут ещё складка.","","Верхнетоем.","морщина","488","Складка"
"1308","синяк льняной со строками, с коротким воланом и морщинки забирают. женски шубы с морщинками.","","Пинеж.","морщинка","489","Защип, складка"
"1309","пальто с мухтом вишь","","Лешук.","мухт","490","Обшлаг из меха на рукаве жакета или пальто"
"1310","мысок платка вышит.","","Каргоп.","мысок","491","Уголок платка"
"1311","скатерть с мысами вяжи. и мысы, мысы по подзору, на кровать понизу повешу.","","Красноб.","мысы","492","Кружева, сплетённые уголками"
"1312","подвес мысами связан.","","Плесец.","мысы","492","Кружева, сплетённые уголками"
"1313","мышницу-то под сарафан одевали. мышницы на плечах-то красны. с мышницей ле бы с другой рубахой, опять носилсе синяк-от. в синяки и в мышницах под венец ехали.","","Пинеж.","мышница","493","Рубашка из белого полотна с вышитым красным узором на плечах, одевалась под сарафан"
"1314","хороше платье раньше на выход держали только.","","Мезен.","на выход","494","Одежда, предназначенная для одевания в праздники или для посещения общественных мест"
"1315","муски да женцки на выход носили боты.","","Холмог.","на выход","494","Одежда, предназначенная для одевания в праздники или для посещения общественных мест"
"1316","дай-ко, таня, я тебе косынку по-хорошому завежу, на узелок.","","Ленск.","на узелок","495","Платки носят, завязывая концы на два раза под подбородком или сзади вокруг шеи"
"1317","молода, в холшовой рубахе набасися. ой, идут гости, девки набосяца.","","Вилег.","набаситься","496","Нарядиться"
"1318","набасяца, так нарядяца цево. набасяца, в канаву сядут, песни заорут долги. ой, девка, набасиласи, больно любо глядеть. девки-то набасятца да в клуб пойдут. я набашусь, да и пойдём в гости.","","Каргоп.","набаситься","496","Нарядиться"
"1319","у тибя девка-та куда эк набасилась.","","Котлас.","набаситься","496","Нарядиться"
"1320","опять набасилась и бежать в клуб. и пенёк набаси, так баской будет.","","Красноб.","набаситься","496","Нарядиться"
"1321","баба срядица, набасица в лучшие сарафаны.","","Лешук.","набаситься","496","Нарядиться"
"1322","васько-то вчера пошёл, набасился, дак фуражку наклал. витька набасился да свататца. не дал набасице, наредице.","","Плесец.","набаситься","496","Нарядиться"
"1323","набасимся бывало, становина баская.","","Устьян.","набаситься","496","Нарядиться"
"1324","всё изукрашено да всё набашёно.","","Лешук.","набашён","497","Украшен"
"1325","выстиранные кружевные салфетки кладут весной на снегу таящем и на солнышко вот, они и становяца белыми, набелины значит.","","Лешук.","набелины","498","Кружева, растеленные на снегу для отбеливания"
"1326","у меня два набивальника было.","","Верхнетоем.","набивальник (набивальник)","499","Домотканый сарафан тёмно-синего цвета с набивным рисунком"
"1327","со всех деревень на праздник приедут, кто в набивальниках, кто в цём.","","Лешук.","набивальник (набивальник)","499","Домотканый сарафан тёмно-синего цвета с набивным рисунком"
"1328","новой набивальник дёржали по праздникам. набивальник в пос великой одевали, а жонки-ти больше носили. набивальников у свекровки много было. красивы набивальники-ти с обшивкой были.","","Пинеж.","набивальник (набивальник)","499","Домотканый сарафан тёмно-синего цвета с набивным рисунком"
"1329","набиванци – набитые из порта сарафаны.","","Холмог.","набиванец","500","Сарафан с набитым рисунком"
"1330","набиваночек – уменьш. от набиванец. – сарафан из набивной ткани. набиваночек – набивной сарафан.","","Холмог.","набиванец","500","Сарафан с набитым рисунком"
"1331","в приданном два синяка, да четыре пестрединника, да набиванники. набиванник за шёлковой сарафан положен. набиванники носили.","","Пинеж.","набиванник","501","То же, что набивáльник"
"1332","ходили спецальны люди таки с досками и набивали рисунок.","","Пинеж.","набивать","502","Наносить рисунок на сарафан-набивальник"
"1333","выкрасят набивник всякими кустами на портку.","","Красноб.","набивник","503","Сарафан из цветной набивной ткани"
"1334","набивники были как набивной рисунок. дак вот у нас, у мамы, были набивники.","","Пинеж.","набивник","503","Сарафан из цветной набивной ткани"
"1335","юбки да сарафаны хороши выходили из набойчетой ткани.","","Каргоп.","набойчатый","504","Сшитый из ткани с набивным рисунком"
"1336","мы ткали пестреть свою с наборкой.","","Ленск.","наборка","505","Цветной кант, пропущенный по низу сарафана или материала"
"1337","раньше девки наборошники носили в праздники.","","Вельск.","наборочники (наборошники)","506","Бусы, надевались на шею несколькими рядами"
"1338","наборочники тут красивы были. а какие набороцники-те были красивые, янтарные. наборочники надевали для басы на шею. уж нековды не напяливали наборочников на рабочую одежду. на новы-те рубахи наборочники надели. эти наборочники мине отець подарил. наборочники из ягод сделай, баско будет. мы в девках-то, помню, тожо наборочники носили. ох, и баски у тебя наборочники.","","Устьян.","наборочники (наборошники)","506","Бусы, надевались на шею несколькими рядами"
"1339","материя наверху шубы – наволока. наредетце в наволоках бывало.","","Холмог.","наволока","507","Ткань, которой покрывают сверху шубу"
"1340","какой нимоть ермак наволокёт да и. раньше веть худо жили ни обуть, ни оболокчи, ни на голову наволокчи.","","Верхнетоем.","наволочь (наволокчи)","508","Надеть, одеть,  натянуть"
"1341","чё похуже наволокут.","","Вилег.","наволочь (наволокчи)","508","Надеть, одеть,  натянуть"
"1342","чехол наволоку.","","Котлас.","наволочь (наволокчи)","508","Надеть, одеть,  натянуть"
"1343","верховицу наволокём.","","Устьян.","наволочь (наволокчи)","508","Надеть, одеть,  натянуть"
"1344","пальту другую оболоку. она всю вынюхат. оболокла, а фартука не навязала.","","Верхнетоем.","навязать","509","Повязать"
"1345","навяжем воз всё, чтобы в телеге-то не выпало.","","Верхнетоем.","навязать","509","Повязать"
"1346","у меня ещё и овцы не навязаны. лошадей навязали – значит привязали на верёвку, чтоб они не уходили.","","Холмог.","навязать","509","Повязать"
"1347","да нагачник, шнур пропят.","","Плесец.","нагачник","510","Шнур, поддерживающий портки; пояс"
"1348","в нагольниках-те по праздникам ходили. нагольники – сарафан не купленной, бумаги.","","Холмог.","нагольник","511","Нарядный сарафан из хлопчатобумажной ткани"
"1349","раньше сарафан, нагрудник, пояс.","","Вилег.","нагрудник","512","Фартук с грудкой"
"1350","нагрудник-то этот худой уж стау.","","Каргоп.","нагрудник","512","Фартук с грудкой"
"1351","ране опояска да сарафан и нагрудник.","","Котлас.","нагрудник","512","Фартук с грудкой"
"1352","бывали нагрудники пёстры, перетыками, всяки разны. в нагрудниках обряжаться ходили.","","Красноб.","нагрудник","512","Фартук с грудкой"
"1353","детей раньше в ремки надевали.","","Холмог.","надевать","513","Одевать"
"1354","надевалась, как нынь вы.","","Верхнетоем.","надеваться","514","Одеваться, надеваться"
"1355","всяко надевались, кто в каком наряде наредице – нарядны.","","Холмог.","надеваться","514","Одеваться, надеваться"
"1356","а у меня была надетка така, домашнего житья. угнали в лесозаготовки, а надетка худа, обувь худа.","","Каргоп.","надетка","515","Одежда"
"1357","стары-то надетки все перелицевали на леву сторону мало было надеток-то.","","Плесец.","надетка","515","Одежда"
"1358","телогрейки раньше называли надетки.","","Каргоп.","надетка","515","Одежда"
"1359","перёд и надолонник одно и то же, перёд-от прервался.","","Плесец.","надолонник","516","Ладонная часть рукавицы, на которую нередко пришивалась нашивка из другого материала (чаще из кожи)"
"1360","суконны рукавици с надолонками носили на роботу. поди-ка на передызье, там на спичках надолонки висят.","","Пинеж.","надолонок","517","То же, что надолóнник"
"1361","надолонок кожаной, затылок суконной.","","Плесец.","надолонок","517","То же, что надолóнник"
"1362","наздевам, наздевам да бросим.","","Холмог.","наздевать","518","Надевать на себя много одежды"
"1363","прич. наздёванный (наздеванный). наздевано на собя столько.","","Онеж.","наздевать","518","Надевать на себя много одежды"
"1364","на мене-то фуфайка наздёвана была.","","Холмог.","наздевать","518","Надевать на себя много одежды"
"1365","наздеванось от глаг. наздевать. наздеванось-то у неё.","","Онеж.","наздевать","518","Надевать на себя много одежды"
"1366","раньше бусы-то из рябины да с клюквы наздевают.","","Примор.","наздевать","518","Надевать на себя много одежды"
"1367","куды эдаку-ту беду наздеваласе, бат не зима на двори.","","Лешук.","наздеваться","519","Надеть на себя больше, чем нужно"
"1368","как много наздевалась.","","Онеж.","наздеваться","519","Надеть на себя больше, чем нужно"
"1369","в морозы-то наздеваемся холодно.","","Примор.","наздеваться","519","Надеть на себя больше, чем нужно"
"1370","наздеваюця кое-чёго да наверх тулуп.","","Холмог.","наздеваться","519","Надеть на себя больше, чем нужно"
"1371","ткани-то те пестры накабатники, в них старухи жали.","","Холмог.","накабатник","520","Женская кофта"
"1372","накидашечки вышивали раньше.","","Холмог.","накидашечка","521","Накидка на подушку"
"1373","накидушки у многих были, на машинки накидывали.","","Каргоп.","накидушка","522","Небольшое кружевное полотно; накидка на подушки"
"1374","сыми накидушки с подушок да сложь стопоцькой.","","Лешук.","накидушка","522","Небольшое кружевное полотно; накидка на подушки"
"1375","сколько накидываёшь петилёк. на иголки петли накидывали.","","Вельск.","накидывать","523","Набрасывать петли на спицы"
"1376","балахон накидываешь.","","Шенк.","накидывать","523","Набрасывать петли на спицы"
"1377","камелавку-то накинь.","","Вельск.","накинуть, накинуться","524","Надеть одежду"
"1378","я быстрёхонько накинуласе да выскоцила на двор, одва не угорела.","","Лешук.","накинуть, накинуться","524","Надеть одежду"
"1379","а молодые повязки (головной убор невесты) не накладают. овенчались, тут не родственницы накладают головные уборы – повойники.","","Пинеж.","накладать","525","Надевать"
"1380","сли один накладник был, дак поболе, а если два, дак поменьшо их делали.","","Ленск.","накладник","526","Карман"
"1381","наклади штаны, тепляе будёт. шапки-то не стану накладывать, пусь плеханой. я никогды не накладываю очков. ведь фартук ещё накладывали.","","Вельск.","накладывать, накласть","527","Надевать какую-либо одежду, головные уборы, обувь"
"1382","до нас дак колпаки накладывали.","","Верхнетоем.","накладывать, накласть","527","Надевать какую-либо одежду, головные уборы, обувь"
"1383","снимают ленту, поп накладывает венец.","","Каргоп.","накладывать, накласть","527","Надевать какую-либо одежду, головные уборы, обувь"
"1384","в пестуньи пойду, так буду накладывать платье-то.","","Котлас.","накладывать, накласть","527","Надевать какую-либо одежду, головные уборы, обувь"
"1385","все спрашивают, что сарафаны не накладываете","","Ленск.","накладывать, накласть","527","Надевать какую-либо одежду, головные уборы, обувь"
"1386","кокошники-то к свадьбе молодухи только накладывали.","","Няндом.","накладывать, накласть","527","Надевать какую-либо одежду, головные уборы, обувь"
"1387","платье под венец всё больше бело, цветы накладывали. бусы накладывали.","","Онеж.","накладывать, накласть","527","Надевать какую-либо одежду, головные уборы, обувь"
"1388","кольца золоты поп накладывал.","","Пинеж.","накладывать, накласть","527","Надевать какую-либо одежду, головные уборы, обувь"
"1389","в церкви-то венец накладывают невесте на голову. шью когды, дак оцьки накладываю.","","Холмог.","накладывать, накласть","527","Надевать какую-либо одежду, головные уборы, обувь"
"1390","на палец-то накладывается напёрсток.","","Онеж.","накладываться","528","Надеваться, одеваться"
"1391","наколка красная сделана кругом, как платок. широка полоса, как плаха, идёт назад. спереди кольцо, сзади скалывалась. шёлковы делали.","","Онеж.","наколка","529","Женский головной убор"
"1392","летом от комаров накомарник спасат.","","Верхнетоем.","накомарник","530","Капюшон, защищающий от комаров"
"1393","раньше накомарники-то, в лес ходить, настояшши были, а нынеце из марли. накомарник брали в лес всегда.","","Виногр.","накомарник","530","Капюшон, защищающий от комаров"
"1394","у мужиков на голове куколь – накомарник.","","Няндом.","накомарник","530","Капюшон, защищающий от комаров"
"1395","накомарник летом одевали.","","Пинеж.","накомарник","530","Капюшон, защищающий от комаров"
"1396","надо уж в лисе накомарник одевать, а то ссопут. на болоте без накомарника уж не поробишь. пошла на сенокос и взяла с собой накомарник.","","Устьян.","накомарник","530","Капюшон, защищающий от комаров"
"1397","а раньше-то в лесу комаров было видимо-невидимо, глаз не раскроешь, так что без накомарника и не ходили. хорошо же придумали эти накомарники. комары в леси съедят без накомарника. у васьки что ли накомарника спросить мы пошли в лес, взяли с собой накомарник.","","Холмог.","накомарник","530","Капюшон, защищающий от комаров"
"1398","сошьют шапку да положат накомарник на лицо, чтоб мухи не кусали.","","Каргоп.","накомарник","530","Капюшон, защищающий от комаров"
"1399","аннушка в лес ушла, всю комары-те съедят. ить накомарник забыла, пустоголовая. укусят, как огребацца, вот накомарник.","","Ленск.","накомарник","530","Капюшон, защищающий от комаров"
"1400","накомарник сделан из канвы.","","Онеж.","накомарник","530","Капюшон, защищающий от комаров"
"1401","было гнуса много. накомарники дёлали из марли, пришивали к головному убору. длинно, затянешь под шеёй.","","Плесец.","накомарник","530","Капюшон, защищающий от комаров"
"1402","накрывашкой накрываем, их раньше из ниток крюцьком вязали.","","Верхнетоем.","накрывашка","531","Накидка на подушки и другие предметы"
"1403","купила нову накрывашку на диван.","","Лешук.","накрывашка","531","Накидка на подушки и другие предметы"
"1404","накрывашки на комоды вышивали. на подушки, на комоды – всё накрывашки. на подушки накрывашки прели. накрывашки тюлевы быват.","","Холмог.","накрывашка","531","Накидка на подушки и другие предметы"
"1405","принеси-ка накрывашки, надо их на подушки положить. накрывашки-то красивы у меня были. накрывашки тоже все вышитые были. то покрывало, а накрывашки на подушки.","","Шенк.","накрывашка","531","Накидка на подушки и другие предметы"
"1406","салфетку накроют.","","Примор.","накрыть","532","Постелить"
"1407","а поверх делёнок ето и накулацьники надевали. на руки раньше в лес пойдут, дак накулацьники накладывали.","","Верхнетоем.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1408","к завтрему накулачники довяжу.","","Вилег.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1409","жёнка у него накулачников ладных связать не умеет. пилить пойдёшь, накулачников в печурке возьми.","","Виногр.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1410","а холодно рукам-то, дак держали накулачники. накулацьники носили, чтоб тепло было.","","Каргоп.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1411","связать накулачники.","","Красноб.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1412","мать всё заставляла надевать накулачники.","","Няндом.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1413","свяжем накуласьники, оденешь на рукавицы и поедешь в лес. он на голую руку, чтоб теплее было, а рукавицы на накулачник вязали из шерсти.","","Плесец.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1414","накулацьники навязывали оба, и конци ровны были. на работу-ту пойдём, дак накулацьники-ти оденём, дак и хорошо и рукавици не спадут, и рукав не вылезё.","","Пинеж.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1415","накулацьники вяжу.","","Устьян.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1416","может быть одного цвета с кофтой и разного, пришивалась к низу рукава. кофты были с накулачниками. накулачник с пуговкой.","","Устьян.","накулачник (накуласник)","533","Вязаный шерстяной манжет, надевается под рукавицу от запястья до трети предплечья"
"1417","может быть одного цвета с кофтой и разного, пришивалась к низу рукава. кофты были с накулачниками. накулачник с пуговкой.","","Устьян.","накулачник","534","Полоска из материала шириной от 2 см до 6-7 см"
"1418","зимой холодно, так бедую, накухтаюсь всяко.","","Каргоп.","накухтаться","535","Слишком тепло одеться, закутаться"
"1419","","","Мезен.","накухтаться","535","Слишком тепло одеться, закутаться"
"1420","налобник нося в праздники. налобники раньше шили из шоука але сатина. с завязоцьками да бантик спереди-то сделают.","","Пинеж.","налобник","536","Сшитая полоска из шёлка или сатина с подкладкой, с завязками сзади, надевается поверх повойника"
"1421","я новьё зимой-то наложу.","","Верхнетоем.","наложить (наложить)","537","Одеть, надеть одежду, головные уборы, обувь"
"1422","наложишь ленту, платок накидывашь. они кокошники наложат.","","Каргоп.","наложить (наложить)","537","Одеть, надеть одежду, головные уборы, обувь"
"1423","наложь пальто-то, холодно. татькины рукавицы наложу и убегу к бабке.","","Красноб.","наложить (наложить)","537","Одеть, надеть одежду, головные уборы, обувь"
"1424","я могла в лес-от ходить, дак всё наложу сетку меня комары-то любят. сетку-то наложила, дак и мазь не надо. наложь шапку-то.","","Лешук.","наложить (наложить)","537","Одеть, надеть одежду, головные уборы, обувь"
"1425","светла така сороку наложат на голову. наложила кольцо, да и не снимаю. перевязку наложат, а к венцу сходят, дак и косынку наложат. дочки-то смёрзнут, съедут, а постельник, на копье наложишь, да он никуды не съедет.","","Онеж.","наложить (наложить)","537","Одеть, надеть одежду, головные уборы, обувь"
"1426","платок колпачком наложила. шаль наложу. наложила голубый платочек и пошла на улицу.","","Пинеж.","наложить (наложить)","537","Одеть, надеть одежду, головные уборы, обувь"
"1427","оцьки-то наложу да посмотрю. прибежала домой, онуци наложила. поди, наложь платьё с моршчочками.","","Устьян.","наложить (наложить)","537","Одеть, надеть одежду, головные уборы, обувь"
"1428","прич. наложенный. солдатска шапка наложена.","","Онеж.","наложить (наложить)","537","Одеть, надеть одежду, головные уборы, обувь"
"1429","шапку намахнурил.","","Холмог.","намахнурить","538","Надвинуть шапку на глаза"
"1430","намышники – лямоцьки у сарафана. сарафан с намышниками носили всё время. сарафан был с намышниками.","","Устьян.","намышник","539","Лямка, бретелька у сарафана"
"1431","намышницю можно носить с синеком. у намышници-то на плецях вставки есь.","","Пинеж.","намышница","540","Рубаха из белого портна с вставленной на плечах вышитой тканью или кумачом"
"1432","сапоги прирвуца, надо наносочники да закаблуцьё ново.","","Холмог.","наносочник","541","Носок у сапога"
"1433","сколько платьев-то наодёвано. так был наодёван.","","Онеж.","наодёванный","542","Надевать на себя слишком много одежды"
"1434","напалок-то большой пришьют.","","Красноб.","напалок","543","Большой палец варежки, рукавицы"
"1435","напалок-то свяжи, да луцьше будет видно. напалок зараз вяжет. долгой напалок там у ей. напалок нать вывязывать снацяла. а веть перстён вяжем, дак все напалки порознь. вчера выдергала, напалок-то вязала. палец у рукавицы, вот и напалок сделали.","","Онеж.","напалок","543","Большой палец варежки, рукавицы"
"1436","падолонок кожаной, затылок суконной да напалок кожаной кладут. а напалок-то уже отдельно вяжут. выкроят напалок, отверстие вырезают, шубницу кроят.","","Плесец.","напалок","543","Большой палец варежки, рукавицы"
"1437","вот напалок довяжу и готовы рукавицы.","","Примор.","напалок","543","Большой палец варежки, рукавицы"
"1438","это тут напалок вязать, дак напутаю я. у перчатки напалок закропать.","","Холмог.","напалок","543","Большой палец варежки, рукавицы"
"1439","готовили в фартуке – напередник. напередник порато сшит, до сих пор целый.","","Конош.","напередник","544","Передник, фартук"
"1440","поверх платья она надела напередник.","","Пинеж.","напередник","544","Передник, фартук"
"1441","фартуки мы напередниками прозывали. напередник с убороцькой. напередник на левой стороне лихо надёван. напередники носили поверх сарафану, на кухню портяной, а на праздник красивой то из одной трёсты, назади бантиком завязывались на широком кушаке, как пояс, только широкий, а у некоторых грудинка была, а больше всё от поясу оборки нашивали.","","Плесец.","напередник","544","Передник, фартук"
"1442","на постель наперенник сами ткали.","","Примор.","наперенник (наперинник)","545","Чехол на перину"
"1443","матрац-то звали наперинник да постилальник.","","Холмог.","наперенник (наперинник)","545","Чехол на перину"
"1444","наперники, наволочки кажену неделю стирали.","","Онеж.","наперник","546","Чехол на пуховый матрац"
"1445","наперсник-от пошто не берёшь, ить весь палеч истычешь.","","Ленск.","наперсник","547","Напёрсток"
"1446","куды-то девала наперсник, не видали ле хто","","Лешук.","наперсник","547","Напёрсток"
"1447","цего пальто-то купила как напизник, маленько эко.","","Лешук.","напизник","548","Одежда не по размеру, маленькая"
"1448","я дак что, сапоги напихнул да.","","Плесец.","напихнуть","549","Обуть"
"1449","с отрезной талию, узко сверху, а тут наплоят и пришьют.","","Холмог.","наплаивать","550","Наложить одну ткань на другую"
"1450","с рецьки воду цясто носили на наплецьниках.","","Вельск.","наплечник (наплесник)","551","Коромысло для переноски воды одним человеком"
"1451","ситец-то жалко, наплесьники носили.","","Примор.","наплечник (наплесник)","551","Коромысло для переноски воды одним человеком"
"1452","","","Лешук.","наплечник (наплесник)","551","Коромысло для переноски воды одним человеком"
"1453","наплецьники на рубахе.","","Котлас.","наплечник (наплесник)","551","Коромысло для переноски воды одним человеком"
"1454","наплецьники – это украшение, лоскут рубахи или кофты с широкими рукавами, собранные резинкой на запястье.","","Мезен.","наплечник (наплесник)","551","Коромысло для переноски воды одним человеком"
"1455","наплечники – квадратики, пришиваемые на плече.","","Устьян.","наплечник (наплесник)","551","Коромысло для переноски воды одним человеком"
"1456","как напобойник в етом месте-та сажон. напобойник, вышитый бисером.","","Лешук.","напобойник","552","Небольшой головной убор замужней женщины, вышитый бисером сверху и по бокам, поверх шапки повязывался алый платок"
"1457","тоже выткём, подол-то с наподольником навытыкам. на сарафане, на фартуке звали наподольники, кайма на ней, как если надо зарубить, то рубичок.","","Плесец.","наподольник","553","Вышивка, лента или полоска, нашитые на подол юбки или сарафана"
"1458","низ подола, иной раз к наподольничку кружева пришьют.","","Плесец.","наподольничек","554","То же , что наподóльник"
"1459","кофты-то с напуском.","","Котлас.","напуск","555","Свободно нависающая поверх пояса часть одежды"
"1460","ходит наростопашку, а потом болеет.","","Красноб.","нарастопашку","556","Нараспашку, в незастёгнутом виде"
"1461","пошёл, ворот наростопашку, горло голо, после хрыпать будёт.","","Лешук.","нарастопашку","556","Нараспашку, в незастёгнутом виде"
"1462","нарастопашку идёт, дак цейной.","","Мезен.","нарастопашку","556","Нараспашку, в незастёгнутом виде"
"1463","нарастопашку – куртки распашные.","","Онеж.","нарастопашку","556","Нараспашку, в незастёгнутом виде"
"1464","наростопашку идёт, не застегнулся.","","Холмог.","нарастопашку","556","Нараспашку, в незастёгнутом виде"
"1465","плат-от можно и не завязывать, надень нароспуск – недалеко идти.","","Лешук.","нароспуск","557","Надеть платок, покрыться платком"
"1466","мы-то всё раньшо нароспуск платки носили, а девки нонче не любят так носить.","","Ленск.","нароспуск","557","Надеть платок, покрыться платком"
"1467","нарочная юбочка – юбка, надеваемая специально под сарафан. нарочная юбочка у меня новая.","","Устьян.","нарочный","558","В сочетании"
"1468","в лес пойдут мужики, дак нарукавки на резинке вязали.","","Холмог.","нарукавка","559","Рукавица"
"1469","полупальто. сарафаны носили это красики и нарукавники. нарукавники – это одёжа наша. старухи нарукавники носили. нарукавники-то все в заплатах, да на новые батько денег не даёт. эти-то нарукавники давнишние. нарукавники тожо из своей шерьси, из сухманины. о празнеках носили нарукавники на узорах.","","Устьян.","нарукавник","560","Верхняя женская одежда в виде приталенной куртки из холста; украшена узорами; носили весной или осенью"
"1470","батьку нарукавники вяжу.","","Верхнетоем.","нарукавник","560","Верхняя женская одежда в виде приталенной куртки из холста; украшена узорами; носили весной или осенью"
"1471","нарукавники одевали, когда было холодно и чтобы снег не засыпался в рукавицы.","","Виногр.","нарукавник","560","Верхняя женская одежда в виде приталенной куртки из холста; украшена узорами; носили весной или осенью"
